planet_name,host_star_name,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_rad_jup_rad,planet_mass_earth_mass,planet_mass_jup_mass,Eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,distance_parsec,stellar_surf_grav,declination_deg,discovery_method
Kepler-1577 b,Kepler-1577,6.305597147,0.0657,2.097,0.0945,,,0,1125,,4865.75,1.24625,0.868571429,510.029,4.205714286,47.5730433,Transit
Kepler-1578 b,Kepler-1578,1.450888634,0.0252,1.169166667,0.093,,,0,1699.25,,5864.625,0.95125,0.985714286,1064.05,4.467142857,47.7756227,Transit
Kepler-1579 b,Kepler-1579,0.84990777,0.014,0.64,0.075,,,0,1136.75,,4352.4,0.542,0.55,,4.716,43.5149061,Transit
Kepler-158 b,Kepler-158,16.70921645,0.111133333,2.3415,0.208666667,,,0,497.2,,4632.727273,0.657272727,0.693333333,315.177,4.639,39.7815365,Transit
Kepler-158 c,Kepler-158,28.55152504,0.158766667,1.913125,0.173,,,0,415.6,,4632.727273,0.657272727,0.693333333,315.177,4.639,39.7815365,Transit
Kepler-1580 b,Kepler-1580,56.64560086,0.296375,1.7915,0.2115,,,0,595.75,,6162.333333,2.028888889,1.16125,1002.02,3.95625,41.3635264,Transit
Kepler-1581 b,Kepler-1581,6.283839064,0.068,0.767333333,0.0725,,,0,1114.75,,5974.925,1.30125,1.081428571,493.175,4.251428571,39.6036225,Transit
Kepler-1582 b,Kepler-1582,4.838149594,0.029275,0.9075,0.1045,,,0,329.25,,3143.125,0.2025,0.172857143,78.8906,5.082857143,41.1580845,Transit
Kepler-1583 b,Kepler-1583,9.32809981,0.0862,0.604833333,0.058,,,0,815.75,,5639.6325,0.9625,0.974285714,403.933,4.475714286,47.0165188,Transit
Kepler-1584 b,Kepler-1584,13.39968276,0.118225,1.584666667,0.143,,,0,888.25,,6275.125,1.1825,1.177142857,1416.31,4.364285714,43.2743929,Transit
Kepler-1585 b,Kepler-1585,3.582744027,0.0445,1.643333333,0.1365,,,0,1064,,5393,0.82125,0.905714286,944.465,4.548571429,44.5630457,Transit
Kepler-1586 b,Kepler-1586,15.60488299,0.12915,1.666833333,0.1155,,,0,1085,,6272.58,1.63625,1.22,552.55,4.092857143,44.9258585,Transit
Kepler-1587 b,Kepler-1587,9.406080826,0.0878,1.282166667,0.116,,,0,981,,5874.875,1.3075,1.045714286,1026.48,4.234285714,49.6638666,Transit
Kepler-1588 b,Kepler-1588,7.84931708,0.0726,0.847833333,0.0865,,,0,925,,5697.9525,1.16875,0.9,924.141,4.301428571,48.0021967,Transit
Kepler-1589 b,Kepler-1589,0.991663397,0.02035,1.051666667,0.105,,,0,1964.75,,6093.714286,1.182857143,1.136666667,1513.14,4.373333333,40.5716114,Transit
Kepler-159 b,Kepler-159,10.13961284,0.075712857,2.037777778,0.197,,,0,463.3333333,M0 V,4275.666667,0.601666667,0.609,373.744,4.679,40.868734,Transit
Kepler-159 c,Kepler-159,43.59253756,0.200172857,2.812777778,0.2775,,,0,285,M0 V,4257.363636,0.592727273,0.598888889,373.744,4.687777778,40.868734,Transit
Kepler-1590 b,Kepler-1590,7.617605786,0.0772,1.062333333,0.094,,,0,1019.25,,6073.5,1.0575,1.075714286,771.152,4.418571429,48.0178915,Transit
Kepler-1591 b,Kepler-1591,8.18504919,0.0794,1.107833333,0.1275,,,0,892,,6003.428571,1.122857143,1.028333333,1419.58,4.425,44.6086233,Transit
Kepler-1592 b,Kepler-1592,3.057094836,0.04,1.2545,0.155,,,0,1207.25,,6064.875,1.1775,1.018571429,1639.47,4.388571429,38.3977379,Transit
Kepler-1593 b,Kepler-1593,174.5100802,0.49626,2.304714286,0.257666667,,,0,201.4,,4565.2,0.613,0.628888889,638.249,4.692222222,44.4606698,Transit
Kepler-1594 b,Kepler-1594,2.716036761,0.039225,1.0315,0.0905,,,0,1381,,6031.75,1.005,1.072857143,976.868,4.457142857,47.9619127,Transit
Kepler-1595 b,Kepler-1595,4.563805746,0.051,1.236166667,0.1055,,,0,980,,5317,0.83625,0.854285714,845.022,4.52,43.0094855,Transit
Kepler-1596 b,Kepler-1596,66.37194635,0.322425,2.221333333,0.2355,,,0,471,,5938.444444,1.288888889,1.005,2146.23,4.285,49.3300866,Transit
Kepler-1597 b,Kepler-1597,2.946524183,0.0427,0.9575,0.095,,,0,1498.5,,6407.875,1.27125,1.225714286,1221.05,4.331428571,42.4810124,Transit
Kepler-1598 b,Kepler-1598,4.3419559,0.0527,0.928166667,0.078,,,0,1236.75,,5990.2775,1.035,1.038571429,619.862,4.415714286,46.7836464,Transit
Kepler-1599 b,Kepler-1599,122.3597896,0.482525,1.945666667,0.18,,,0,407.75,,5887.222222,1.205555556,1.00625,1328.2,4.2875,41.1511886,Transit
Kepler-16 b,Kepler-16,227.388,0.6964,8.449,0.754,102.656645,0.323,0.10845,,,4450,0.65,0.675,75.0852,4.65,51.757229,Transit
Kepler-160 b,Kepler-160,4.309325995,0.051015714,1.775888889,0.15825,,,0,1091.8,,5706.916667,0.99,0.947777778,937.013,4.446,42.8692755,Transit
Kepler-160 c,Kepler-160,13.69936119,0.110385714,3.480888889,0.32425,,,0,742.6,,5715.818182,0.981818182,0.9425,937.013,4.454444444,42.8692755,Transit
Kepler-160 d,Kepler-160,30,0.17,,,100,0.31463,,,,5471,1.12,,937.013,,42.8692755,Transit Timing Variations
Kepler-1600 b,Kepler-1600,386.3705336,1,3.0788,0.2735,,,0,210.3333333,,5188.5,0.838333333,0.88,1030.81,4.54,38.7877563,Transit
Kepler-1600 c,Kepler-1600,7.298128555,0.07115,1.7584,0.173,,,0,792,,5208.166667,0.836666667,0.881666667,1030.81,4.538333333,38.7877563,Transit
Kepler-1601 b,Kepler-1601,2.20922263,0.0336,0.854666667,0.0735,,,0,1507,,5928.125,1.075,1.045714286,644.456,4.397142857,38.079839,Transit
Kepler-1602 b,Kepler-1602,11.17932582,0.10245,1.186666667,0.1075,,,0,952,,6216.1025,1.20375,1.164285714,629.804,4.35,40.4275396,Transit
Kepler-1603 b,Kepler-1603,2.271643384,0.0348,1.215666667,0.1415,,,0,1552.75,,6196.875,1.49625,1.108571429,2712.58,4.215714286,42.5349698,Transit
Kepler-1604 b,Kepler-1604,0.569736847,0.012875,1.501666667,0.1395,,,0,1714.75,,4965.571429,0.754285714,0.806666667,541.189,4.585,44.4122318,Transit
Kepler-1605 b,Kepler-1605,85.75659469,0.43575,3.733,0.1725,,,0,669,,5232.952222,2.608888889,1.384,546.23,3.736,47.4886251,Transit
Kepler-1606 b,Kepler-1606,196.4363437,0.63984,2.084,0.188,,,0,288.8,,5461.4,0.85,0.917777778,831.287,4.546666667,43.0732287,Transit
Kepler-1607 b,Kepler-1607,13.64728543,0.1075,1.226333333,0.1265,,,0,913,,5868.97,1.574285714,0.961666667,1286.1,4.095,42.6560582,Transit
Kepler-1608 b,Kepler-1608,16.47356853,0.1126,1.752,0.154,,,0,612,,5289.6,0.744,0.71,,4.546,39.41757,Transit
Kepler-1609 b,Kepler-1609,114.3396636,0.486875,2.1855,0.2175,,,0,428.25,,5998.333333,1.44,1.1325,1826.04,4.2025,39.6658026,Transit
Kepler-161 b,Kepler-161,4.921322683,0.052933333,2.062,0.1865,12.1,0.038,0,839,,5061.818182,0.769166667,0.824,434.632,4.579,43.0838642,Transit
Kepler-161 c,Kepler-161,7.064230757,0.067216667,2.057555556,0.1845,11.8,0.037,0,744,,5068.8,0.766363636,0.823333333,434.632,4.582222222,43.0838642,Transit
Kepler-1610 b,Kepler-1610,8.701810637,0.0777,1.419166667,0.125,,,0,749.25,,5258.855,0.7775,0.844285714,864.331,4.571428571,45.4054296,Transit
Kepler-1610 c,Kepler-1610,44.98521907,0.2323,2.0472,0.197,,,0,433,,5241.262857,0.78,0.831428571,864.331,4.575714286,45.4054296,Transit
Kepler-1611 b,Kepler-1611,5.17623144,0.055225,0.82,0.072,,,0,976,,5543.2,0.918,0.862,908.444,4.488,49.7277506,Transit
Kepler-1612 b,Kepler-1612,3.91794944,0.04715,0.925,0.088,,,0,1021.75,,5527.125,0.86375,0.931428571,764.726,4.54,45.6550536,Transit
Kepler-1613 b,Kepler-1613,1.518455849,0.0264,2.308833333,0.2225,,,0,1926.75,,6143.555556,1.55,1.08125,1508.33,4.14625,43.4209318,Transit
Kepler-1614 b,Kepler-1614,3.946617519,0.0471,1.524,0.1365,,,0,981,,5277.5,0.8475,0.872857143,1191.19,4.537142857,49.7758867,Transit
Kepler-1615 b,Kepler-1615,47.31265763,0.264325,2.450166667,0.231,,,0,556.75,,5851.125,1.3425,1.062857143,1393.83,4.258571429,42.2273971,Transit
Kepler-1616 b,Kepler-1616,6.762823326,0.074525,1.0345,0.105,,,0,1187.75,,6369.4225,1.4825,1.202857143,1137.81,4.217142857,45.3048716,Transit
Kepler-1617 b,Kepler-1617,27.47879745,0.182725,1.200666667,0.109,,,0,700.75,,6047.285,1.30875,1.091428571,898.31,4.26,46.4184781,Transit
Kepler-1618 b,Kepler-1618,6.108270954,0.070825,1.1565,0.119,,,0,1300,,6591.115,1.5525,1.295714286,1229.25,4.187142857,45.9308594,Transit
Kepler-1619 b,Kepler-1619,23.62245352,0.16005,0.870833333,0.0835,,,0,708.5,,5938.19,1.22625,0.992857143,734.85,4.295714286,44.4221528,Transit
Kepler-162 b,Kepler-162,6.919840647,0.0685,1.384,0.133666667,,,0,961.2,,5835.9,1.051,0.95625,855.641,4.385555556,43.7239693,Transit
Kepler-162 c,Kepler-162,19.44637876,0.136333333,3.439,0.331,,,0,681.2,,5827.454545,1.065454545,0.964444444,855.641,4.376,43.7239693,Transit
